Location,Indicator,Sector,Units,Scale,Measurement,2024,Source,Seasonally adjusted,Base year price,Base year index,Historical end,Date of last update,Source details,Additional source details,Contact email,Location code,Indicator code
South East,Employment - jobs based,Mining of metal ores,Jobs,thousands,Level values,0,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET07
South East,Employment - jobs based,Mining support service activities,Jobs,thousands,Level values,0.71,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET09
South East,Employment - jobs based,"Motion picture, video & television production",Jobs,thousands,Level values,17.32,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET59
South East,Employment - jobs based,Office administrative,Jobs,thousands,Level values,67.61,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET82
South East,Employment - jobs based,Office aggregate (excl. ICT),Jobs,thousands,Level values,1086.21,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETOFFICE
South East,Employment - jobs based,Office aggregate (incl. ICT),Jobs,thousands,Level values,1364.54,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETOFFICT
South East,Employment - jobs based,Other manufacturing,Jobs,thousands,Level values,17.41,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET32
South East,Employment - jobs based,Other manufacturing and repair,Jobs,thousands,Level values,53.89,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETCCM
South East,Employment - jobs based,Other mining & quarrying,Jobs,thousands,Level values,2.28,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET08
South East,Employment - jobs based,Other personal service activities,Jobs,thousands,Level values,85.43,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET96
South East,Employment - jobs based,"Other professional, scientific & technical",Jobs,thousands,Level values,50.14,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET74
South East,Employment - jobs based,Other service activities,Jobs,thousands,Level values,143.69,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETSS
South East,Employment - jobs based,Postal & courier activities,Jobs,thousands,Level values,47.28,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET53
South East,Employment - jobs based,Printing & reproduction of recorded media,Jobs,thousands,Level values,8.97,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET18
South East,Employment - jobs based,Education,Jobs,thousands,Level values,472.76,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETPP
South East,Employment - jobs based,"Professional, scientific and tech",Jobs,thousands,Level values,488.93,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETMM
South East,Employment - jobs based,Programming & broadcasting activities,Jobs,thousands,Level values,2.43,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET60
South East,Employment - jobs based,Public administration and defence,Jobs,thousands,Level values,196.62,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET84
South East,Employment - jobs based,Public administration and defence,Jobs,thousands,Level values,196.62,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETOO
South East,Employment - jobs based,Publishing activities,Jobs,thousands,Level values,22.21,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET58
South East,Employment - jobs based,Real estate,Jobs,thousands,Level values,84.66,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET68
South East,Employment - jobs based,Real estate activities,Jobs,thousands,Level values,84.66,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETLL
South East,Employment - jobs based,Remediation & other waste management ,Jobs,thousands,Level values,0.84,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET39
South East,Employment - jobs based,Rental & leasing activities,Jobs,thousands,Level values,21.13,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET77
South East,Employment - jobs based,Repair & installation of machinery,Jobs,thousands,Level values,28.89,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET33
South East,Employment - jobs based,Repair of computers & personal goods,Jobs,thousands,Level values,14.36,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET95
South East,Employment - jobs based,Residential care,Jobs,thousands,Level values,124.47,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET87
South East,Employment - jobs based,Retail trade,Jobs,thousands,Level values,402.63,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET47
South East,Employment - jobs based,"Rubber, plastic and other non-metallic mineral products",Jobs,thousands,Level values,19.62,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETCCG
South East,Employment - jobs based,Scientific research & development,Jobs,thousands,Level values,43.54,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET72
South East,Employment - jobs based,Security & investigation,Jobs,thousands,Level values,26.64,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET80
South East,Employment - jobs based,Services to buildings & landscape,Jobs,thousands,Level values,165.47,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET81
South East,Employment - jobs based,Sewerage,Jobs,thousands,Level values,4.49,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET37
South East,Employment - jobs based,Social work activities without accommodation,Jobs,thousands,Level values,137.9,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET88
South East,Employment - jobs based,Specialised construction activities,Jobs,thousands,Level values,179.64,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET43
South East,Employment - jobs based,Sports activities & amusement & recreation,Jobs,thousands,Level values,100.55,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET93
South East,Employment - jobs based,Telecommunications,Jobs,thousands,Level values,39.85,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET61
South East,Employment - jobs based,"Textiles, wearing apparel and leather products",Jobs,thousands,Level values,7.73,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETCCB
South East,Employment - jobs based,Total,Jobs,thousands,Level values,4928.84,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETTT
South East,Employment - jobs based,Transport equipment,Jobs,thousands,Level values,24,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETCCL
South East,Employment - jobs based,Transportation and storage,Jobs,thousands,Level values,237.26,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ETHH
South East,Employment - jobs based,Travel agency & tour operators,Jobs,thousands,Level values,20.65,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET79
South East,Employment - jobs based,Veterinary activities,Jobs,thousands,Level values,22.66,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET75
South East,Employment - jobs based,Warehousing & support for transportation,Jobs,thousands,Level values,96.39,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET52
South East,Employment - jobs based,"Waste collection, treatment & disposal",Jobs,thousands,Level values,24.65,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET38
South East,Employment - jobs based,"Water collection, treatment & supply",Jobs,thousands,Level values,4.33,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK1,ET36
